site,data_coleta,titulo,endereco,valores,atributos,descricao
Apolar,2024-02-09,"
","
                , ,  - 
                ",,,
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro Cívico em Curitiba, 57 m²
              ","
                Avenida Cândido De Abreu, 304, Centro Cívico - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 433,52 Seguro Incêndio R$ 27,43Total R$ 1.960,95","57 m², 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Centro Cívico
                      Imóvel com gestão exclusiva ApolarAPARTAMENTO PRÓXIMO AO SHOPPING MUELLER, CONTENDO:- SALA DE ESTAR COM COPA INETEGRADA.- COZINHA COM ARMÁRIO AÉREO EMBUTIDO E PIA COM TAMPO INOX.- LACANDERIA.- 02 DORMITÓRIOS SENDO 01 COM ARMÁRIO.- BWC SOCIAL COM CHUVEIRO ELÉTRICO E BOX ACRÍLICO.   CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 52 m²
              ","
                Rua Marechal Deodoro, 1329, Centro - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 700,00 Seguro Incêndio R$ 26,26Total R$ 2.226,26","52 m², 1 banheiro, 1 vaga, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Ótimo apartamento no centro.Apartamento contendo um dormitório amplo com uma cama de casal, armários embutidos.1 Banheiro social com box de vidro.Sala para dois ambientesCozinha com fogão, microondas e armários embutidos.Sacada fechada com vidro.1 vagaVantagens:Condomínio com portaria, lavanderia, academia e salão de festas com churrasqueira.Proximidades:Supermercado Nacional, Passeio Público, UFPR, Hospital Oswaldo Cruz.Informações Adicionais:Aquecimento: GásÁrea total: 52m²Área privativa: 41,38m²Entre ruas: Saldanha Gama e Gen. Carneiro.Garagem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 42 m²
              ","
                Rua Arion Niepce Da Silva, 261, Portão - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 275,89 Seguro Incêndio R$ 26,26Total R$ 1.802,15","42 m², 1 banheiro, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Localizado na Rua Arion Niepce da Silva, 261, este apartamento oferece conforto e comodidade em cada canto.Ao entrar, você é recebido por uma sala de estar aconchegante, equipada com um sofá-cama confortável e um rack moderno, perfeito para relaxar após um longo dia.A cozinha é completa com eletrodomésticos novos, incluindo um fogão e uma geladeira. A pia, os armários bem distribuídos e a bancada para refeições tornam o espaço funcional e convidativo.O dormitório é um refúgio tranquilo, com uma cama box de casal e uma arara para roupas, proporcionando um espaço de descanso e organização.O banheiro social é prático e moderno, equipado com um box de vidro que adiciona um toque de elegância.Por fim, a área de serviço é equipada com um varal suspenso, tanque e máquina de lavar roupas nova, facilitando as tarefas do dia a dia.Este apartamento é uma combinação perfeita de estilo e funcionalidade, tornando-o o lugar ideal para chamar de lar. Entre em contato com a Apolar Imóveis para mais informações.Área comum:terraço, área gourmet com churrasqueiraProximidades:Carrefour Hipermercado, La Brasa Burguer Curitiba Informações adicionais:Área privativa: 32,66m² Área total: 42,55m² Elevador: simEdifício: Sessimbraandar: 6ºGaragem: não  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bacacheri em Curitiba, 70 m²
              ","
                Rua Canadá, 1372, Bacacheri - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 450,00 Seguro Incêndio R$ 29,77Total R$ 1.979,77","70 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Bacacheri
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Sala.Cozinha com armários.Área de Serviço com tanque. Bwc Social I com armário, box de vidro e espelho. Dormitório I e II.Informações Adicionais:Edifício: Residencial CanadáÁrea útil: 53,30 m²Área total: 70 m²Garagem: Sim - VAGA É PEQUENA VISITAR ANTES DE ALUGAR CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Boa Vista em Curitiba, 67 m²
              ","
                Rua Francisco Klos, 30, Boa Vista - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 470,00 Seguro Incêndio R$ 29,77Total R$ 1.999,77","67 m², 1 banheiro, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Boa Vista
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Boa Vista com:Sala de estar Cozinha com armários Área de serviço com máquina lava e secaBanheiro social3 dormitórios 1 vaga de garagemVantagens:Imóvel recém-reformadoEnsolaradoExcelente localização, com várias opções de comércioÁrea Comum:Salão de festasPlaygroundProximidades:HavanInformações Adicionais:Andar: 3°Aptos por andar: 4Aquecimento: ElétricoÁrea total: 67m²Área privativa: 60m²Elevador: NãoEdifício: AraxáEntre Ruas: Fernando de Noronha e Arthur GeronassoGaragem: Sim**OBS: VALOR DE IPTU 2024 AINDA NÃO DISPONÍVEL, SERÁ LANÇADO ASSIM QUE FOR DISPONIBILIZADO** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cristo Rei em Curitiba, 104 m²
              ","
                Rua Oyapock, 67, Cristo Rei - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 888,00 Seguro Incêndio R$ 39,14Total R$ 2.427,14","104 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Cristo Rei
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Bom apartamento, no condomínio Bela Cintra na divisa entre o Cristo Rei e Alto da XV, próximo ao Jardim Botânico e em ótimo estado de conservação, contendo:- Sala ampla, em desnível, teto rebaixado em gesso, dicroica, luminária, estante com prateleira de vidro. - Sacada com a porta de correr em esquadria de alumínio;- Cozinha planejada com armários, tampo em granito;- Área de serviço com tanque em cerâmica;- Aquecimento a gás;- Tem três dormitórios, sendo um com piso em carpet e armários embutido, um com apenas armários, papel de parede e piso laminado. Suite com armário embutido- Banheiros com piso e louça em cerâmica, box de vidro, armários e espelho fixo;- Janelas com a esquadrias em alumínio e blackout- Uma vaga de Garagem.Vantagens:Ótima localização, Próximo ao Jardim Botânico e ao posto de gasolina. Academia, farmácia, posto de saúde, escolas, bancos. Mobilidade urbana diferenciada, pois há várias linhas de ônibus na rua interligando aos principais terminais de cidade, rodoviária, aeroporto e o centro comercial de Curitiba. Área Comum:Salão de Festas, portaria 24Proximidades:Jardim Botânico, Informações Adicionais:Andar: 10ºAptos por andar: 4Aquecimento: á gásÁrea total: 104 m²Área privativa:  83 m²Elevador:  simEdifício: Bela Cintra Entre Ruas: Rua João Pontoni, Rua Rubens Santos Costa, Avenida Affonso Camargo, Rua Governardor Agamennon MagalhãesGaragem: Sim - 1 vaga CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 81 m²
              ","
                Rua Nilo Cairo, 544, Centro - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 690,00 Seguro Incêndio R$ 33,28Total R$ 2.223,28","81 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento em ótima região no Centro de Curitiba, rodeado por muitos comércios, contendo:Sala de estar para dois ambientes, piso laminado.Cozinha com armários.lavanderia conjugada.Bwc social com box de vidro, pia.02 dormitórios sendo um com armários.01 vaga de garagem.Vantagens:Apartamento em excelente localização, próximo a Universidade, hospital, farmácias, ponto de ônibus, lotérica.Área Comum:Portaria, salão de festas.Proximidades: Universidade Federal do Paraná.Informações Adicionais:Andar: 1Aquecimento: elétricoÁrea total: 81m²Área privativa: 56m²Elevador: simEdifício: ChevalierGaragem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bacacheri em Curitiba, 64 m²
              ","
                Rua Aviador Cícero Marques, 53, Bacacheri - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 550,00 Seguro Incêndio R$ 28,60Total R$ 2.078,60","64 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Bacacheri
                      Imóvel com gestão exclusiva ApolarO Bairro Bacacheri é conhecido por ser uma área residencial tranquila. Morar em condomínio fechado pode ser um ambiente agradável para famílias e pessoas que preferem uma atmosfera mais calma e familiar.Morar nesse bairro pode proporcionar uma experiência de vida única, com características específicas que agregam tranquilidade e sossego.  Imóvel com cômodos e áreas amplas e confortáveis.Características:Ótimo imóvel em excelentes condições, no Bairro Bacacheri, contendo:Sala para dois ambientes, piso laminado, sacada com churrasqueira, o piso em cerâmica, muita iluminação natural;Cozinha com revestimento nas paredes, com armário suspenso, piso em cerâmica;Área de serviço separada, piso em cerâmica, tanque, aquecimento a gás;O banheiro com piso em cerâmica, box e louça;Dois dormitórios, ambos com piso laminado;Vantagens:Ótima localização. A região é bem servida de  mercados, farmácias, bancos, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo. Imóvel ensolarado e ventilado.Proximidades:Museu Egípcio Rosacruz,  Clube Duque de Caxias.Informações Adicionais:Área total: 64,65m²Área privativa: 58,46m²Garagem: sim**OBS: SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Capão Raso em Curitiba, 88 m²
              ","
                Rua José Zaleski, 1240, Capão Raso - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 420,00 Seguro Incêndio R$ 34,45Total R$ 1.954,45","88 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Capão Raso
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Capão Raso contendo: Sala para 2 ambientesSacada com churrasqueiraCozinha Área de serviçoBanheiro social2 Dormitórios1 vaga de garagemVantagens:Imóvel novo, primeira locaçãoCondomínio com excelente estrutura   Área Comum:Portaria 24 horasHall de entradaLoungeSalão de festas com churrasqueiraEspaço churrasqueiraEspaço TeenEspaço KidsQuadra esportivaCircuito PetAcademiaProximidades:Rua Pedro GussoInformações Adicionais:Andar: 2Aptos por andar: 4Aquecimento: elétricoÁrea total: 88m²Área privativa: 52m²Elevador: SimEdifício: Residencial Sevilha NeovilleEntre Ruas: Agostinho Brusamolin e Mario Salgado RibeiroGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 54 m²
              ","
                Rua Mariano Torres, 714, Centro - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 794,12 Seguro Incêndio R$ 26,26Total R$ 2.320,38","54 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Ótimo apartamento no Centro de Curitiba. Apartamento com um dormitórioSala ampla para dois ambientes, com sacada. Cozinha conjugada com área de serviço. Um banheiro socialImóvel mobiliadoProximidades: Universidade Federal, Circulo Militar, Região CentroVantagens: O condomínio dispõe de portaria 24 horas. Informações Adicionais: Andar:  11ºAquecimento: elétrico Área total: 54,90 m² Área privativa: 41,88 m² Elevador: Sim Edifício: Staufer Entre Ruas: Nilo Cairo e Visc. de Guarapuava. Garagem: não CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 52 m²
              ","
                  Rua Conselheiro Laurindo, 781, Centro - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 439,33 Seguro Incêndio R$ 26,26Total R$ 1.965,59","52 m², 1 banheiro, 1 vaga, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento um dormitório, localizado no Centro de CuritibaContendo: Sala, dormitório, cozinha e banheiro socialViva com a comodidade de estar perto de diversas opções de serviços e mobilidade.Vantagens:Ótima localização, a região é bem servida de  mercados, farmácias, bancos, colégios e outros comércios. Mobilidade urbana diferenciada.Área Comum:• Portaria• Salão de festas• PlaygroundProximidades:Shopping Estação, Shopping Itália, UFPR, Rua XVInformações Adicionais:Andar: 12°Aquecimento: ElétricoÁrea total:  52,72m²Área privativa: 35,66m²Elevador: simEdifício: Central Park Entre Ruas: Av. Viscode de Guarapuava e R: André de BarrosGaragem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Uberaba em Curitiba, 60 m²
              ","
                Avenida Comendador Franco, 8115, Uberaba - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 372,52 Seguro Incêndio R$ 27,43Total R$ 1.899,95","60 m², 1 banheiro, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Uberaba
                      Imóvel com gestão exclusiva ApolarO Bairro Uberaba é conhecido por ser uma área residencial tranquila. Morar em condomínio fechado pode ser um ambiente agradável para famílias e pessoas que preferem uma atmosfera mais calma e familiar.Morar nesse bairro pode proporcionar uma experiência de vida única, com características específicas que agregam tranquilidade e sossego.  Imóvel com cômodos e áreas amplas e confortáveis.Características: Ótimo imóvel em excelentes condições, no Bairro Uberaba, contendo:Sala para dois ambientes, piso em cerâmica, muita iluminação natural;Cozinha com pio em cerâmica, pia e cooktop;Área de serviço com piso em cerâmica;O banheiro com piso em cerâmica, box e louça;Três dormitórios, todos com piso em cerâmica;Vantagens:Ótima localização. A região é bem servida de  mercados, farmácias, bancos, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo. Imóvel ensolarado e ventilado. Área  comum: Portaria 24 horasProximidades:Radiadores Uberaba, Escola Municipal Professora Maria Marli Piovezan, Super Mini Preço Av. das Torres.Informações Adicionais:Área total: 60,00m²Área privativa: 60,00m²Garagem: Sim**Valor de iptu 2024 ainda não disponível, será lançado assim que for disponibilizado** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Boqueirão em Curitiba, 53 m²
              ","
                Rua Paulo Setúbal, 5571, Boqueirão - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 410,00 Seguro Incêndio R$ 26,26Total R$ 1.936,26","53 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Boqueirão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Boqueirão com:Sala de estar Sacada com churrasqueiraCozinha Área de serviçoBanheiro social2 dormitórios 1 vaga de garagemVantagens:Imóvel novo, primeira locaçãoEnsolaradoCondomínio com excelente estruturaÁrea Comum:Salão de festasFireplaceEspaço PetEspaço ZenPlaygroundRedárioChurrasqueiraHortaProximidades:Churrascaria Arco ÍrisInformações Adicionais:Andar: 1Aptos por andar: 8Aquecimento: elétricoÁrea total:  53,72 m²Área privativa: 49,72 m²Elevador: SimEdifício: PazienzaEntre Ruas: Maestro Carlos Frank e Pastor Antônio PolitoGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Pinheirinho em Curitiba, 52 m²
              ","
                Rua Brasil Paraná De Cristo, 186, Pinheirinho - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 350,00 Seguro Incêndio R$ 26,26Total R$ 1.876,26","52 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Pinheirinho
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento no bairro pinheirinho, contendo2 quartos amplos, um deles com armáriosCozinha com armáriosSala com painelBanheiro com box e armários1 vaga de garagem Observação: Imóvel será desocupado no mês 02/24, só ficarão no imóvel os itens descritosacima.Vantagens:Imóvel amplo, arejado, com piso porcelanato. Área comum com quadra poliesportiva,academia, bicicletário e espaço gourmet.Proximidades:Linha Verde, Assaí, Hospital do IdosoInformações AdicionaisAquecimento: elétricoÁrea total: 52m²Área total: 52m²Garagem: 1 vaga**OBS: SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 45 m²
              ","
                Rua Augusto De Mari, 3994, Portão - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 650,00 Seguro Incêndio R$ 26,26Total R$ 2.176,26","45 m², 1 vaga, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Sala com painel. Cozinha com armário e pia. Área de serviço.Dormitório I com cama.Bwc Social com box de vidro. CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 45 m²
              ","
                Rua Santa Catarina, 609, Água Verde - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 567,73 Seguro Incêndio R$ 26,26Total R$ 2.093,99","45 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO CONTENDO;- SALA MOBILIADA COM SOFÁ, RACK E MESA COM CADEIRAS, CONTENDO TELA DE PROTEÇÃO NAS JANELAS, SENDO UM AMBIENTE BEM ENSOLARADO. -COZINHA COMPLETA, COM ARMÁRIOS, FOGÃO, GELADEIRA E LOUÇA.-LAVANDERIA AREJADA, CONTENDO MAQUINA DE LAVAR ROUPAS.- BANHEIRO SOCIAL COM BOX DE VIDRO E ARMARIO.- DOIS DORMITÓRIOS MOBILIADOS COM ARMÁRIOS E CAMA.- TERRAÇO COLETIVO PARA SECAR ROUPAS.- POSSUI UMA VAGA DE GARAGEM COBERTA - TODAS AS JANELAS POSSUI TELA DE PROTEÇÃO. CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cidade Industrial em Curitiba, 38 m²
              ","
                Rua João Dembinski, 2550, Cidade Industrial - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 333,30 Seguro Incêndio R$ 26,26Total R$ 1.859,56","38 m², 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Cidade Industrial
                      Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO EM CONDOMÍNIO FECHADO, CONTENDO:- SALA AREJADA;- 02 DORMITÓRIOS COM ARMÁRIOS;- COZINHA COM ARMÁRIOS E GELADEIRA;- ÁREA DE SERVIÇO COM TANQUE;- 1 BANHEIRO SOCIAL COM BOX;- 01 VAGA DE GARAGEM DESCOBERTA ROTATIVA. CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Rebouças em Curitiba, 51 m²
              ","
                Rua Baltazar Carrasco Dos Reis, 2035, Rebouças - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 450,00 Seguro Incêndio R$ 26,26Total R$ 1.976,26","51 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Rebouças
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Cozinha com armários, fogão e geladeira.Área de Serviço com tanque.Sala.Dormitório I com armário, prateleiras e mesinha.Sacada.Bwc Social com armário, espelho e box blindex. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Santa Cândida em Curitiba, 64 m²
              ","
                Estrada Guilherme Weigert, 2245, Santa Cândida - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 367,40 Seguro Incêndio R$ 28,60Total R$ 1.896,00","64 m², 1 banheiro, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Santa Cândida
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Procurando um lugar tranquilo e aconchegante para morar? Venha conhecer este apartamento no condomínio Moradias Nascente do Bosque, localizado na Estrada Guilherme Weigert, 2245. O imóvel possui 3 dormitórios, sala para dois ambientes, cozinha, área de serviço conjugada com a cozinha e banheiro social com box de vidro. O condomínio oferece portaria 24 horas, salão de festas, playground e quadra poliesportiva. A região é bem servida de comércio, transporte e lazer, com fácil acesso ao centro da cidade. Não perca essa oportunidade e agende uma visita!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialProximidadesParque Barreirinha, CondorInformações adicionais:Área privativa: 52,88m² Área total: 64,88m² Elevador: nãoEdifício: Moradias Nascente do Bosqueandar: 3ºGaragem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bacacheri em Curitiba, 116 m²
              ","
                Rua Marcelino Nogueira, 564, Bacacheri - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 400,00 Seguro Incêndio R$ 41,48Total R$ 1.941,48","116 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Bacacheri
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Localizado na Rua Marcelino Nogueira, 564, este apartamento oferece um espaço aconchegante e bem planejado para você e sua família.A sala ampla é um dos destaques do imóvel, proporcionando um ambiente arejado e com uma vista livre, perfeito para relaxar ou receber visitas. A cozinha é prática e funcional, ideal para o preparo das refeições do dia a dia.O apartamento conta ainda com uma área de serviço separada, proporcionando mais organização para as tarefas domésticas. O banheiro é equipado com box de acrílico e armário, garantindo mais conforto e praticidade.O imóvel possui dois dormitórios, sendo um deles com closet. Há também a possibilidade de colocar mobília e dividir em 2 dormitórios com entradas individuais, oferecendo mais privacidade e flexibilidade para os moradores.Não perca esta oportunidade! Entre em contato conosco para agendar uma visita. Estamos à disposição para esclarecer qualquer dúvida. Aguardamos o seu contato!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialProximidades:Terminal Boa Vista, Posto Nossa Sra. Do Rosário Informações adicionais:Área privativa: 65,84m² Área total: 116,04m² Elevador: nãoEdifício: DebretAndar: 4ºGaragem: sim  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tarumã em Curitiba, 79 m²
              ","
                Rua Manoel Vicente De Oliveira Mello, 1290, Tarumã - Curitiba
                ","Aluguel R$ 1.500,00 Condomínio R$ 430,00 Seguro Incêndio R$ 32,11Total R$ 1.962,11","79 m², 2 banheiros, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Tarumã
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento com Garden, condomínio em rua tranquila, bem localizado no Tarumã/Cristo Rei, próximo a supermercado, hospital, posto de combustível, farmácia e vários outros comércios, contendo:Sala de estar para dois ambientes.Garden descoberto e amplo.Cozinha com armários.Lavanderia.Aquecimento a gás.Bwc social com box.02 dormitórios sendo uma suíte.01 vaga de garagem.Vantagens:Apartamento em excelente localização, próximo de vários comércios, várias linhas de ônibus. Ótima mobilidade urbana e fácil acesso para os bairros.Proximidades: Linha Verde, Auto Shopping Curitiba, Ítalo Supermercado.Informações Adicionais:Andar: 1Aquecimento: gásÁrea total: 79m²Área privativa: 66m²Elevador: nãoEdifício: New PortEntre Ruas: Garagem: Sim**VALOR DE IPTU NÃO LANÇADO, COMPETENCIA 2024 NÃO SAIU AINDA** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Lindóia em Curitiba, 60 m²
              ","
                Rua Galileu Galilei, 850, Lindóia - Curitiba
                ","Aluguel R$ 1.500,00 Seguro Incêndio R$ 27,43Total R$ 1.527,43","60 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Lindóia
                      Imóvel com gestão exclusiva ApolarExcelente apartamento com piso cerâmico, localizado no bairro Lindoia na região de Curitiba, contendo;- Sala ampla para 2 ambientes com cortina;- Cozinha completa com pia;- Área de Serviço com tanque na parte externa;- Bwc social com box acrílico, armário e espelho;- 2 Dormitórios sendo 1 deles com cortina;  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cajuru em Curitiba, 48 m²
              ","
                Rua Ayrton Turra, 153, Cajuru - Curitiba
                ","Aluguel R$ 1.460,00 Condomínio R$ 400,00 Seguro Incêndio R$ 26,26Total R$ 1.886,26","48 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Cajuru
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Cajuru com:Sala de estar com rack, TV, sofá e bancada em granitoCozinha com armários, cooktop e geladeiraÁrea de serviço com máquina de lavarBanheiro social com box de vidro2 Dormitórios mobiliados com cama e guarda-roupas1 Vaga de garagem rotativaVantagens:Imóvel pronto para morarAmbiente arejado e ensolaradoProximidades:BR-277Informações Adicionais:Andar: 2 Aptos por andar: 4Aquecimento: elétricoÁrea total: 48,67m²Área privativa: 43,18m²Elevador: NãoEdifício:  Solar da SerraEntre Ruas: Jornalista Aderbal Gaertner Stresser e Deputado Acyr José Garagem: Sim, 1 vaga rotativa. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Rebouças em Curitiba, 45 m²
              ","
                Rua Baltazar Carrasco Dos Reis, 2035, Rebouças - Curitiba
                ","Aluguel R$ 1.440,00 Condomínio R$ 450,00 Seguro Incêndio R$ 26,26Total R$ 1.916,26","45 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Rebouças
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Sala.Cozinha com armário, geladeira, fogão, micro-ondas e bancada com duas cadeiras / conjugado área de serviço com taque. Dormitório com armário.Bwc Social com armário, espelho e box de vidro.Proximidades:Unicuritiba, Rua Chile, Marechal Floriano PeixotoInformações Adicionais:Andar: 1Aptos por andar: 6Área total: 45,95 m2Elevador: simEdifício: João Juglair JuniorEntre Ruas: Rua Chile e Marechal Floriano PeixotoGaragem: a combinar, valor adicional R$ 200,00Imóvel sem portaria CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 75 m²
              ","
                Rua Rio Grande Do Sul, 453, Água Verde - Curitiba
                ","Aluguel R$ 1.430,00 Condomínio R$ 520,00 Seguro Incêndio R$ 30,94Total R$ 1.980,94","75 m², 1 banheiro, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva Apolar-Excelente Imovel contendo:-Sala ampla -BWC social com BOX de acrílico-3 Dormitórios- 2 com guarda - roupa-Cozinha com pia e armário-Area de serviço com tanque CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 80 m²
              ","
                Rua Amadeu Do Amaral, 1750, Portão - Curitiba
                ","Aluguel R$ 1.408,00 Condomínio R$ 500,00 Seguro Incêndio R$ 32,11Total R$ 1.940,11","80 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarExcelente apartamento, localizado na área central da região de Curitiba, contendo;- Sala ampla;- Cozinha com armário;- Área de serviço com tanque;- Bwc social;- 3 Dormitórios amplos; Síndico contato - fernando@marmocondominios.com.br CRECI: J-04232"
